AREA,PERIMETER,PLS54_,PLS54_ID,COUNTY_CD,MTOWN,RANGE,SECTION,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR
2622905.88196,6477.77264,192,88010,54,M14S,32E,34,-118.48005,36.66595,M,14S,M14S32E34,M14S32E,54M14S32E34,54M14S32E
2557225.92994,6396.79223,193,88015,54,M14S,32E,33,-118.49804,36.66596,M,14S,M14S32E33,M14S32E,54M14S32E33,54M14S32E
2647078.85132,6508.13372,194,88017,54,M14S,32E,32,-118.51610,36.66597,M,14S,M14S32E32,M14S32E,54M14S32E32,54M14S32E
4094214.85852,8299.10561,195,88022,54,M14S,32E,31,-118.53948,36.66598,M,14S,M14S32E31,M14S32E,54M14S32E31,54M14S32E
2557518.42700,6397.22768,196,88028,54,M14S,31E,36,-118.56254,36.66599,M,14S,M14S31E36,M14S31E,54M14S31E36,54M14S31E
2611068.86560,6463.52903,197,88032,54,M14S,31E,35,-118.58047,36.66599,M,14S,M14S31E35,M14S31E,54M14S31E35,54M14S31E
2569004.61603,6411.35966,198,88035,54,M14S,31E,34,-118.59846,36.66600,M,14S,M14S31E34,M14S31E,54M14S31E34,54M14S31E
8318.33792,1147.86788,199,88036,54,M14S,27E,25,-118.98383,36.67289,M,14S,M14S27E25,M14S27E,54M14S27E25,54M14S27E
2619893.38160,6474.55238,200,88038,54,M14S,31E,33,-118.61651,36.66600,M,14S,M14S31E33,M14S31E,54M14S31E33,54M14S31E
2577917.24365,6422.36712,201,88043,54,M14S,31E,32,-118.63460,36.66600,M,14S,M14S31E32,M14S31E,54M14S31E32,54M14S31E
2577867.49719,6421.55983,202,88049,54,M14S,31E,31,-118.65258,36.66600,M,14S,M14S31E31,M14S31E,54M14S31E31,54M14S31E
2510356.91643,6339.16888,203,88062,54,M14S,30E,36,-118.67063,36.66561,M,14S,M14S30E36,M14S30E,54M14S30E36,54M14S30E
2594503.81353,6456.29712,204,88073,54,M14S,30E,35,-118.68915,36.66533,M,14S,M14S30E35,M14S30E,54M14S30E35,54M14S30E
1482770.14363,6491.38560,205,88080,54,M15S,33E,01,-118.34005,36.66058,M,15S,M15S33E01,M15S33E,54M15S33E01,54M15S33E
2630617.80958,6487.73126,206,88089,54,M15S,33E,02,-118.35332,36.66053,M,15S,M15S33E02,M15S33E,54M15S33E02,54M15S33E
2650121.53705,6513.64232,207,88099,54,M14S,30E,33,-118.72648,36.66512,M,14S,M14S30E33,M14S30E,54M14S30E33,54M14S30E
2570836.79272,6418.27926,208,88100,54,M14S,30E,34,-118.70793,36.66495,M,14S,M14S30E34,M14S30E,54M14S30E34,54M14S30E
2639828.97523,6499.04675,209,88104,54,M15S,33E,03,-118.37144,36.66054,M,15S,M15S33E03,M15S33E,54M15S33E03,54M15S33E
2615900.75782,6470.61291,210,88106,54,M14S,30E,32,-118.74490,36.66512,M,14S,M14S30E32,M14S30E,54M14S30E32,54M14S30E
2634388.59094,6492.37000,211,88115,54,M15S,33E,04,-118.38958,36.66054,M,15S,M15S33E04,M15S33E,54M15S33E04,54M15S33E
2615872.89936,6470.04275,212,88122,54,M14S,30E,31,-118.76323,36.66511,M,14S,M14S30E31,M14S30E,54M14S30E31,54M14S30E
2614553.94824,6468.03391,213,88127,54,M15S,33E,05,-118.40762,36.66054,M,15S,M15S33E05,M15S33E,54M15S33E05,54M15S33E
2489310.18591,6311.11221,214,88137,54,M14S,29E,36,-118.78122,36.66512,M,14S,M14S29E36,M14S29E,54M14S29E36,54M14S29E
2668668.20984,6533.16554,215,88146,54,M15S,33E,06,-118.42578,36.66053,M,15S,M15S33E06,M15S33E,54M15S33E06,54M15S33E
2591656.95446,6440.79496,216,88147,54,M14S,29E,35,-118.79921,36.66508,M,14S,M14S29E35,M14S29E,54M14S29E35,54M14S29E
2550008.23297,6388.44321,217,88155,54,M14S,29E,34,-118.81748,36.66509,M,14S,M14S29E34,M14S29E,54M14S29E34,54M14S29E
2448037.71399,6258.80761,218,88172,54,M14S,29E,33,-118.83535,36.66501,M,14S,M14S29E33,M14S29E,54M14S29E33,54M14S29E
2378095.43061,6168.83756,219,88191,54,M14S,29E,32,-118.85271,36.66494,M,14S,M14S29E32,M14S29E,54M14S29E32,54M14S29E
2496924.73511,6322.92481,220,88198,54,M14S,29E,31,-118.87036,36.66497,M,14S,M14S29E31,M14S29E,54M14S29E31,54M14S29E
2273201.64905,6032.09463,221,88207,54,M14S,28E,36,-118.88772,36.66492,M,14S,M14S28E36,M14S28E,54M14S28E36,54M14S28E
2328523.13232,6104.36066,222,88210,54,M14S,28E,35,-118.90458,36.66500,M,14S,M14S28E35,M14S28E,54M14S28E35,54M14S28E
2338518.58527,6117.36947,223,88214,54,M14S,28E,34,-118.92180,36.66503,M,14S,M14S28E34,M14S28E,54M14S28E34,54M14S28E
2521028.28932,6349.77641,224,88218,54,M14S,28E,33,-118.93988,36.66505,M,14S,M14S28E33,M14S28E,54M14S28E33,54M14S28E
23549.86468,3191.06758,225,88220,54,M14S,27E,36,-118.98393,36.66865,M,14S,M14S27E36,M14S27E,54M14S27E36,54M14S27E
2414425.13044,6215.77128,226,88221,54,M14S,28E,31,-118.97515,36.66499,M,14S,M14S28E31,M14S28E,54M14S28E31,54M14S28E
2325570.00269,6111.15781,227,88222,54,M14S,28E,32,-118.95788,36.66506,M,14S,M14S28E32,M14S28E,54M14S28E32,54M14S28E
2219737.14233,5977.39426,228,88293,54,M15S,32E,01,-118.44396,36.65236,M,15S,M15S32E01,M15S32E,54M15S32E01,54M15S32E
2211301.31543,5965.27149,229,88298,54,M15S,32E,02,-118.46198,36.65236,M,15S,M15S32E02,M15S32E,54M15S32E02,54M15S32E
2243625.74854,6012.02035,230,88301,54,M15S,32E,03,-118.48007,36.65236,M,15S,M15S32E03,M15S32E,54M15S32E03,54M15S32E
2188694.81323,5931.33923,231,88304,54,M15S,32E,04,-118.49804,36.65236,M,15S,M15S32E04,M15S32E,54M15S32E04,54M15S32E
2273303.05506,6053.03589,232,88309,54,M15S,32E,05,-118.51610,36.65235,M,15S,M15S32E05,M15S32E,54M15S32E05,54M15S32E
3459031.46949,7763.56871,233,88312,54,M15S,32E,06,-118.53930,36.65235,M,15S,M15S32E06,M15S32E,54M15S32E06,54M15S32E
2332434.15795,6116.14242,234,88318,54,M15S,31E,01,-118.56217,36.65200,M,15S,M15S31E01,M15S31E,54M15S31E01,54M15S31E
2392706.67846,6197.18244,235,88322,54,M15S,31E,02,-118.58011,36.65197,M,15S,M15S31E02,M15S31E,54M15S31E02,54M15S31E
2378824.01801,6176.05512,236,88327,54,M15S,31E,03,-118.59808,36.65194,M,15S,M15S31E03,M15S31E,54M15S31E03,54M15S31E
2454728.85889,6275.16545,237,88331,54,M15S,31E,04,-118.61613,36.65190,M,15S,M15S31E04,M15S31E,54M15S31E04,54M15S31E
2430729.80787,6241.67062,238,88334,54,M15S,31E,05,-118.63423,36.65186,M,15S,M15S31E05,M15S31E,54M15S31E05,54M15S31E
2496378.62714,6323.27924,239,88341,54,M15S,31E,06,-118.65212,36.65156,M,15S,M15S31E06,M15S31E,54M15S31E06,54M15S31E
2579256.97186,6426.62837,240,88342,54,M15S,30E,01,-118.67013,36.65154,M,15S,M15S30E01,M15S30E,54M15S30E01,54M15S30E
2687640.16333,6566.07654,241,88356,54,M15S,30E,02,-118.68881,36.65135,M,15S,M15S30E02,M15S30E,54M15S30E02,54M15S30E
2594092.01477,6446.49588,242,88369,54,M15S,30E,03,-118.70774,36.65099,M,15S,M15S30E03,M15S30E,54M15S30E03,54M15S30E
2437191.90712,6128.76693,243,88387,54,M15S,33E,12,-118.33534,36.64590,M,15S,M15S33E12,M15S33E,54M15S33E12,54M15S33E
2663955.42523,6531.63663,244,88395,54,M15S,30E,04,-118.72645,36.65065,M,15S,M15S30E04,M15S30E,54M15S30E04,54M15S30E
2608008.78345,6459.75626,245,88398,54,M15S,33E,11,-118.35336,36.64593,M,15S,M15S33E11,M15S33E,54M15S33E11,54M15S33E
2644691.08484,6505.12366,246,88400,54,M15S,30E,05,-118.74492,36.65058,M,15S,M15S30E05,M15S30E,54M15S30E05,54M15S30E
2781620.78799,6677.84152,247,88401,54,M15S,25E,04,-119.25871,36.65463,M,15S,M15S25E04,M15S25E,54M15S25E04,54M15S25E
2790660.29369,6686.30438,248,88402,54,M15S,25E,03,-119.24058,36.65451,M,15S,M15S25E03,M15S25E,54M15S25E03,54M15S25E
2623057.84020,6478.36473,249,88411,54,M15S,33E,10,-118.37148,36.64591,M,15S,M15S33E10,M15S33E,54M15S33E10,54M15S33E
2703272.33550,6578.77596,250,88417,54,M15S,25E,05,-119.27665,36.65456,M,15S,M15S25E05,M15S25E,54M15S25E05,54M15S25E
2691519.12616,6562.62342,251,88418,54,M15S,30E,06,-118.76321,36.65056,M,15S,M15S30E06,M15S30E,54M15S30E06,54M15S30E
2655094.38397,6521.42993,252,88420,54,M15S,25E,02,-119.22256,36.65418,M,15S,M15S25E02,M15S25E,54M15S25E02,54M15S25E
2573474.62696,6417.86327,253,88423,54,M15S,29E,01,-118.78125,36.65064,M,15S,M15S29E01,M15S29E,54M15S29E01,54M15S29E
2623409.65381,6478.81342,254,88425,54,M15S,33E,09,-118.38960,36.64589,M,15S,M15S33E09,M15S33E,54M15S33E09,54M15S33E
2704256.29498,6578.65451,255,88434,54,M15S,29E,02,-118.79937,36.65073,M,15S,M15S29E02,M15S29E,54M15S29E02,54M15S29E
2678829.25261,6547.51561,256,88436,54,M15S,25E,06,-119.29469,36.65452,M,15S,M15S25E06,M15S25E,54M15S25E06,54M15S25E
2612452.70447,6465.42964,257,88439,54,M15S,33E,08,-118.40763,36.64587,M,15S,M15S33E08,M15S33E,54M15S33E08,54M15S33E
2608049.35144,6460.14518,258,88443,54,M15S,29E,03,-118.81768,36.65070,M,15S,M15S29E03,M15S29E,54M15S29E03,54M15S29E
2551052.05036,6389.79343,259,88450,54,M15S,29E,04,-118.83552,36.65073,M,15S,M15S29E04,M15S29E,54M15S29E04,54M15S29E
2669491.66772,6535.80233,260,88451,54,M15S,33E,07,-118.42577,36.64584,M,15S,M15S33E07,M15S33E,54M15S33E07,54M15S33E
2468648.68238,6288.00030,261,88458,54,M15S,29E,05,-118.85289,36.65073,M,15S,M15S29E05,M15S29E,54M15S29E05,54M15S29E
2592002.37006,6440.57339,262,88460,54,M15S,25E,01,-119.20463,36.65352,M,15S,M15S25E01,M15S25E,54M15S25E01,54M15S25E
2609588.52997,6462.57875,263,88464,54,M15S,29E,06,-118.87054,36.65076,M,15S,M15S29E06,M15S29E,54M15S29E06,54M15S29E
2430200.60718,6239.92289,264,88472,54,M15S,28E,01,-118.88804,36.65082,M,15S,M15S28E01,M15S28E,54M15S28E01,54M15S28E
2448667.01075,6263.60014,265,88481,54,M15S,28E,02,-118.90493,36.65084,M,15S,M15S28E02,M15S28E,54M15S28E02,54M15S28E
2390771.62905,6190.96092,266,88479,54,M15S,27E,06,-119.07892,36.65212,M,15S,M15S27E06,M15S27E,54M15S27E06,54M15S27E
2456302.81526,6274.34614,267,88480,54,M15S,27E,05,-119.06211,36.65216,M,15S,M15S27E05,M15S27E,54M15S27E05,54M15S27E
2525916.88367,6359.95241,268,88484,54,M15S,28E,03,-118.92206,36.65090,M,15S,M15S28E03,M15S28E,54M15S28E03,54M15S28E
2548260.46769,6386.28549,269,88485,54,M15S,26E,05,-119.16865,36.65292,M,15S,M15S26E05,M15S26E,54M15S26E05,54M15S26E
2598974.66968,6448.03072,270,88486,54,M15S,26E,04,-119.15073,36.65287,M,15S,M15S26E04,M15S26E,54M15S26E04,54M15S26E
2604838.44660,6456.00256,271,88487,54,M15S,26E,06,-119.18656,36.65304,M,15S,M15S26E06,M15S26E,54M15S26E06,54M15S26E
2657107.41930,6521.84037,272,88488,54,M15S,28E,04,-118.93984,36.65095,M,15S,M15S28E04,M15S28E,54M15S28E04,54M15S28E
2595469.13059,6447.15710,273,88491,54,M15S,26E,03,-119.13241,36.65276,M,15S,M15S26E03,M15S26E,54M15S26E03,54M15S26E
2492669.72279,6318.43333,274,88492,54,M15S,27E,04,-119.04501,36.65190,M,15S,M15S27E04,M15S27E,54M15S27E04,54M15S27E
2571232.68511,6416.79134,275,88494,54,M15S,28E,05,-118.95767,36.65098,M,15S,M15S28E05,M15S28E,54M15S28E05,54M15S28E
2474268.27141,6293.71282,276,88499,54,M15S,27E,03,-119.02780,36.65163,M,15S,M15S27E03,M15S27E,54M15S27E03,54M15S27E
2470499.56245,6291.03526,277,88503,54,M15S,26E,02,-119.11416,36.65245,M,15S,M15S26E02,M15S26E,54M15S26E02,54M15S26E
2565059.69363,6408.23959,278,88504,54,M15S,28E,06,-118.97525,36.65096,M,15S,M15S28E06,M15S28E,54M15S28E06,54M15S28E
2609271.69870,6461.37203,279,88505,54,M15S,27E,02,-119.01012,36.65129,M,15S,M15S27E02,M15S27E,54M15S27E02,54M15S27E
2419724.57152,6224.30745,280,88511,54,M15S,27E,01,-118.99257,36.65093,M,15S,M15S27E01,M15S27E,54M15S27E01,54M15S27E
2470007.18756,6292.26337,281,88515,54,M15S,26E,01,-119.09620,36.65175,M,15S,M15S26E01,M15S26E,54M15S26E01,54M15S26E
518281.42195,3315.28779,282,88534,54,M15S,34E,07,-118.32298,36.64095,M,15S,M15S34E07,M15S34E,54M15S34E07,54M15S34E
2657560.37439,6521.49562,283,88555,54,M15S,32E,12,-118.44396,36.63892,M,15S,M15S32E12,M15S32E,54M15S32E12,54M15S32E
2639299.79834,6498.79623,284,88560,54,M15S,32E,11,-118.46199,36.63893,M,15S,M15S32E11,M15S32E,54M15S32E11,54M15S32E
2664596.80761,6529.20858,285,88563,54,M15S,32E,10,-118.48008,36.63893,M,15S,M15S32E10,M15S32E,54M15S32E10,54M15S32E
2590113.13317,6438.36795,286,88569,54,M15S,32E,09,-118.49803,36.63893,M,15S,M15S32E09,M15S32E,54M15S32E09,54M15S32E
2687757.69665,6557.79215,287,88575,54,M15S,32E,08,-118.51610,36.63892,M,15S,M15S32E08,M15S32E,54M15S32E08,54M15S32E
3946049.08904,8103.33489,288,88578,54,M15S,32E,07,-118.53890,36.63893,M,15S,M15S32E07,M15S32E,54M15S32E07,54M15S32E
2563607.10174,6408.21558,289,88590,54,M15S,31E,12,-118.56133,36.63825,M,15S,M15S31E12,M15S31E,54M15S31E12,54M15S31E
2601278.59070,6454.60962,290,88596,54,M15S,31E,11,-118.57925,36.63818,M,15S,M15S31E11,M15S31E,54M15S31E11,54M15S31E
2565058.43702,6409.49668,291,88602,54,M15S,31E,10,-118.59723,36.63810,M,15S,M15S31E10,M15S31E,54M15S31E10,54M15S31E
2603770.51764,6457.74458,292,88606,54,M15S,31E,09,-118.61528,36.63802,M,15S,M15S31E09,M15S31E,54M15S31E09,54M15S31E
2552453.71301,6394.05783,293,88613,54,M15S,31E,08,-118.63333,36.63793,M,15S,M15S31E08,M15S31E,54M15S31E08,54M15S31E
2525540.61500,6356.45624,294,88617,54,M15S,31E,07,-118.65113,36.63756,M,15S,M15S31E07,M15S31E,54M15S31E07,54M15S31E
2656126.10236,6528.72614,295,88633,54,M15S,30E,12,-118.66930,36.63719,M,15S,M15S30E12,M15S30E,54M15S30E12,54M15S30E
2719315.73170,6602.51795,296,88638,54,M15S,30E,11,-118.68827,36.63717,M,15S,M15S30E11,M15S30E,54M15S30E11,54M15S30E
2711413.01520,6590.30212,297,88647,54,M15S,30E,10,-118.70744,36.63683,M,15S,M15S30E10,M15S30E,54M15S30E10,54M15S30E
2676855.66101,6545.70262,298,88664,54,M15S,30E,09,-118.72626,36.63634,M,15S,M15S30E09,M15S30E,54M15S30E09,54M15S30E
1283580.27563,6143.59478,299,88674,54,M15S,34E,18,-118.32285,36.62786,M,15S,M15S34E18,M15S34E,54M15S34E18,54M15S34E
2570863.92041,6414.00975,300,88683,54,M15S,33E,13,-118.33539,36.63148,M,15S,M15S33E13,M15S33E,54M15S33E13,54M15S33E
2600482.16382,6450.46235,301,88692,54,M15S,33E,14,-118.35339,36.63144,M,15S,M15S33E14,M15S33E,54M15S33E14,54M15S33E
2672949.87530,6540.42434,302,88699,54,M15S,30E,08,-118.74475,36.63603,M,15S,M15S30E08,M15S30E,54M15S30E08,54M15S30E
2607322.69531,6458.95929,303,88709,54,M15S,33E,15,-118.37151,36.63139,M,15S,M15S33E15,M15S33E,54M15S33E15,54M15S33E
2600809.52197,6450.85127,304,88723,54,M15S,33E,16,-118.38962,36.63135,M,15S,M15S33E16,M15S33E,54M15S33E16,54M15S33E
2670733.64777,6537.49883,305,88726,54,M15S,30E,07,-118.76324,36.63591,M,15S,M15S30E07,M15S30E,54M15S30E07,54M15S30E
2533229.91815,6366.85022,306,88729,54,M15S,29E,12,-118.78135,36.63608,M,15S,M15S29E12,M15S29E,54M15S29E12,54M15S29E
2647722.18622,6510.40370,307,88733,54,M15S,29E,11,-118.79951,36.63618,M,15S,M15S29E11,M15S29E,54M15S29E11,54M15S29E
2585374.04956,6431.68454,308,88738,54,M15S,33E,17,-118.40765,36.63130,M,15S,M15S33E17,M15S33E,54M15S33E17,54M15S33E
2559512.02423,6399.68490,309,88739,54,M15S,29E,10,-118.81785,36.63626,M,15S,M15S29E10,M15S29E,54M15S29E10,54M15S29E
2585787.16118,6432.52619,310,88743,54,M15S,25E,07,-119.29484,36.63988,M,15S,M15S25E07,M15S25E,54M15S25E07,54M15S25E
2491795.80060,6314.20134,311,88746,54,M15S,29E,09,-118.83569,36.63631,M,15S,M15S29E09,M15S29E,54M15S29E09,54M15S29E
2631412.24182,6488.83452,312,88751,54,M15S,33E,18,-118.42577,36.63124,M,15S,M15S33E18,M15S33E,54M15S33E18,54M15S33E
2507397.64521,6335.18708,313,88754,54,M15S,25E,09,-119.25873,36.63954,M,15S,M15S25E09,M15S25E,54M15S25E09,54M15S25E
2608827.74902,6461.35189,314,88755,54,M15S,25E,10,-119.24082,36.63938,M,15S,M15S25E10,M15S25E,54M15S25E10,54M15S25E
2467806.40411,6284.05338,315,88756,54,M15S,29E,08,-118.85326,36.63632,M,15S,M15S29E08,M15S29E,54M15S29E08,54M15S29E
2588199.66034,6436.72902,316,88759,54,M15S,25E,08,-119.27669,36.63966,M,15S,M15S25E08,M15S25E,54M15S25E08,54M15S25E
2586887.91296,6433.60258,317,88761,54,M15S,25E,11,-119.22276,36.63917,M,15S,M15S25E11,M15S25E,54M15S25E11,54M15S25E
2593418.14734,6442.21355,318,88762,54,M15S,25E,12,-119.20484,36.63893,M,15S,M15S25E12,M15S25E,54M15S25E12,54M15S25E
2533108.10394,6366.98860,319,88763,54,M15S,29E,07,-118.87098,36.63640,M,15S,M15S29E07,M15S29E,54M15S29E07,54M15S29E
2374752.61090,6166.37023,320,88769,54,M15S,28E,12,-118.88839,36.63645,M,15S,M15S28E12,M15S28E,54M15S28E12,54M15S28E
2594693.26599,6444.90906,321,88772,54,M15S,26E,09,-119.15049,36.63842,M,15S,M15S26E09,M15S26E,54M15S26E09,54M15S26E
2663609.84278,6530.11375,322,88773,54,M15S,26E,10,-119.13230,36.63826,M,15S,M15S26E10,M15S26E,54M15S26E10,54M15S26E
2610626.03540,6463.54660,323,88775,54,M15S,26E,11,-119.11406,36.63811,M,15S,M15S26E11,M15S26E,54M15S26E11,54M15S26E
2536046.08557,6375.81955,324,88776,54,M15S,26E,12,-119.09601,36.63787,M,15S,M15S26E12,M15S26E,54M15S26E12,54M15S26E
2649206.46289,6511.10647,325,88777,54,M15S,26E,07,-119.18675,36.63853,M,15S,M15S26E07,M15S26E,54M15S26E07,54M15S26E
2386939.45336,6182.32518,326,88779,54,M15S,28E,11,-118.90529,36.63642,M,15S,M15S28E11,M15S28E,54M15S28E11,54M15S28E
2631284.09496,6490.02675,327,88782,54,M15S,26E,08,-119.16855,36.63835,M,15S,M15S26E08,M15S26E,54M15S26E08,54M15S26E
2471061.94812,6292.04044,328,88786,54,M15S,27E,07,-119.07850,36.63761,M,15S,M15S27E07,M15S27E,54M15S27E07,54M15S27E
2419112.51635,6228.32674,329,88787,54,M15S,27E,08,-119.06150,36.63748,M,15S,M15S27E08,M15S27E,54M15S27E08,54M15S27E
2460766.67596,6277.06242,330,88789,54,M15S,28E,10,-118.92236,36.63630,M,15S,M15S28E10,M15S28E,54M15S28E10,54M15S28E
2303582.88818,6098.57526,331,88793,54,M15S,27E,09,-119.04495,36.63712,M,15S,M15S27E09,M15S27E,54M15S27E09,54M15S27E
2589409.89636,6438.54345,332,88797,54,M15S,28E,09,-118.93980,36.63613,M,15S,M15S28E09,M15S28E,54M15S28E09,54M15S28E
2553381.23322,6394.76758,333,88798,54,M15S,27E,10,-119.02824,36.63693,M,15S,M15S27E10,M15S27E,54M15S27E10,54M15S27E
2643393.82196,6512.69447,334,88802,54,M15S,27E,11,-119.01072,36.63648,M,15S,M15S27E11,M15S27E,54M15S27E11,54M15S27E
2637046.24756,6499.10607,335,88803,54,M15S,28E,08,-118.95745,36.63600,M,15S,M15S28E08,M15S28E,54M15S28E08,54M15S28E
2662241.76361,6535.66318,336,88807,54,M15S,27E,12,-118.99315,36.63603,M,15S,M15S27E12,M15S27E,54M15S27E12,54M15S27E
2773577.53010,6663.78363,337,88808,54,M15S,28E,07,-118.97537,36.63587,M,15S,M15S28E07,M15S28E,54M15S28E07,54M15S28E
2539246.06432,6374.63835,338,88858,54,M15S,32E,13,-118.44395,36.62439,M,15S,M15S32E13,M15S32E,54M15S32E13,54M15S32E
2529446.52722,6362.11637,339,88863,54,M15S,32E,14,-118.46200,36.62441,M,15S,M15S32E14,M15S32E,54M15S32E14,54M15S32E
2552294.27491,6391.16391,340,88868,54,M15S,32E,15,-118.48009,36.62443,M,15S,M15S32E15,M15S32E,54M15S32E15,54M15S32E
2487335.90442,6308.20158,341,88870,54,M15S,32E,16,-118.49803,36.62444,M,15S,M15S32E16,M15S32E,54M15S32E16,54M15S32E
2592101.08032,6441.92109,342,88874,54,M15S,32E,17,-118.51611,36.62445,M,15S,M15S32E17,M15S32E,54M15S32E17,54M15S32E
3685430.43036,7833.33761,343,88877,54,M15S,32E,18,-118.53847,36.62447,M,15S,M15S32E18,M15S32E,54M15S32E18,54M15S32E
2552223.79878,6393.70415,344,88889,54,M15S,31E,13,-118.56044,36.62373,M,15S,M15S31E13,M15S31E,54M15S31E13,54M15S31E
2602267.61939,6455.86493,345,88892,54,M15S,31E,14,-118.57835,36.62366,M,15S,M15S31E14,M15S31E,54M15S31E14,54M15S31E
2586769.24877,6436.40044,346,88897,54,M15S,31E,15,-118.59634,36.62359,M,15S,M15S31E15,M15S31E,54M15S31E15,54M15S31E
2626906.64343,6485.91191,347,88903,54,M15S,31E,16,-118.61438,36.62352,M,15S,M15S31E16,M15S31E,54M15S31E16,54M15S31E
2591828.84046,6443.74468,348,88907,54,M15S,31E,17,-118.63240,36.62344,M,15S,M15S31E17,M15S31E,54M15S31E17,54M15S31E
2512556.64624,6342.59519,349,88912,54,M15S,31E,18,-118.65012,36.62329,M,15S,M15S31E18,M15S31E,54M15S31E18,54M15S31E
3127192.61235,7017.71556,350,88928,54,M15S,30E,13,-118.67050,36.62300,M,15S,M15S30E13,M15S30E,54M15S30E13,54M15S30E
2442789.68762,6576.79369,351,88932,54,M15S,30E,14,-118.69043,36.62290,M,15S,M15S30E14,M15S30E,54M15S30E14,54M15S30E
2525585.65833,6385.33245,352,88937,54,M15S,30E,15,-118.70784,36.62267,M,15S,M15S30E15,M15S30E,54M15S30E15,54M15S30E
2532236.35193,6369.82675,353,88960,54,M15S,30E,16,-118.72607,36.62231,M,15S,M15S30E16,M15S30E,54M15S30E16,54M15S30E
2625664.65491,6435.88495,354,88962,54,M15S,34E,19,-118.31745,36.61694,M,15S,M15S34E19,M15S34E,54M15S34E19,54M15S34E
2593633.22962,6442.18479,355,88969,54,M15S,33E,24,-118.33544,36.61695,M,15S,M15S33E24,M15S33E,54M15S33E24,54M15S33E
2624691.13648,6480.40292,356,88983,54,M15S,33E,23,-118.35343,36.61691,M,15S,M15S33E23,M15S33E,54M15S33E23,54M15S33E
2532816.85131,6375.22074,357,88999,54,M15S,30E,17,-118.74466,36.62182,M,15S,M15S30E17,M15S30E,54M15S30E17,54M15S30E
1026505.49342,4654.31724,358,89001,54,M15S,34E,20,-118.30432,36.61293,M,15S,M15S34E20,M15S34E,54M15S34E20,54M15S34E
2625234.65283,6481.07072,359,89002,54,M15S,33E,22,-118.37155,36.61687,M,15S,M15S33E22,M15S33E,54M15S33E22,54M15S33E
2612767.97046,6465.66444,360,89017,54,M15S,33E,21,-118.38965,36.61683,M,15S,M15S33E21,M15S33E,54M15S33E21,54M15S33E
2664607.12988,6529.94214,361,89019,54,M15S,29E,14,-118.79950,36.62164,M,15S,M15S29E14,M15S29E,54M15S29E14,54M15S29E
2516966.11212,6346.33507,362,89020,54,M15S,29E,13,-118.78145,36.62166,M,15S,M15S29E13,M15S29E,54M15S29E13,54M15S29E
2548310.48687,6389.94133,363,89022,54,M15S,30E,18,-118.76331,36.62159,M,15S,M15S30E18,M15S30E,54M15S30E18,54M15S30E
2636750.81433,6497.36426,364,89027,54,M15S,29E,15,-118.81772,36.62175,M,15S,M15S29E15,M15S29E,54M15S29E15,54M15S29E
2533957.97216,6368.72425,365,89030,54,M15S,29E,16,-118.83569,36.62200,M,15S,M15S29E16,M15S29E,54M15S29E16,54M15S29E
2595172.76636,6443.89092,366,89036,54,M15S,33E,20,-118.40766,36.61678,M,15S,M15S33E20,M15S33E,54M15S33E20,54M15S33E
2465302.02361,6281.54670,367,89039,54,M15S,29E,17,-118.85350,36.62222,M,15S,M15S29E17,M15S29E,54M15S29E17,54M15S29E
2602060.65296,6450.66154,368,89044,54,M15S,25E,17,-119.27706,36.62526,M,15S,M15S25E17,M15S25E,54M15S25E17,54M15S25E
2551050.96170,6389.53624,369,89045,54,M15S,25E,16,-119.25915,36.62519,M,15S,M15S25E16,M15S25E,54M15S25E16,54M15S25E
2429406.05541,6237.83684,370,89048,54,M15S,29E,18,-118.87139,36.62242,M,15S,M15S29E18,M15S29E,54M15S29E18,54M15S29E
2560385.34456,6403.37617,371,89050,54,M15S,25E,18,-119.29499,36.62534,M,15S,M15S25E18,M15S25E,54M15S25E18,54M15S25E
2604023.00703,6455.72992,372,89053,54,M15S,25E,15,-119.24109,36.62501,M,15S,M15S25E15,M15S25E,54M15S25E15,54M15S25E
2271283.74255,6030.49813,373,89054,54,M15S,28E,13,-118.88878,36.62241,M,15S,M15S28E13,M15S28E,54M15S28E13,54M15S28E
2634555.66028,6492.98918,374,89057,54,M15S,33E,19,-118.42577,36.61673,M,15S,M15S33E19,M15S33E,54M15S33E19,54M15S33E
2182241.92493,5943.80635,375,89059,54,M15S,27E,16,-119.04486,36.62310,M,15S,M15S27E16,M15S27E,54M15S27E16,54M15S27E
2526108.75787,6357.61963,376,89060,54,M15S,25E,14,-119.22300,36.62480,M,15S,M15S25E14,M15S25E,54M15S25E14,54M15S25E
2548151.23719,6391.09233,377,89061,54,M15S,27E,17,-119.06094,36.62320,M,15S,M15S27E17,M15S27E,54M15S27E17,54M15S27E
2316715.53131,6090.71036,378,89064,54,M15S,28E,14,-118.90554,36.62227,M,15S,M15S28E14,M15S28E,54M15S28E14,54M15S28E
2679642.94215,6549.24232,379,89065,54,M15S,26E,14,-119.11403,36.62365,M,15S,M15S26E14,M15S26E,54M15S26E14,54M15S26E
2646458.38544,6510.13820,380,89066,54,M15S,26E,13,-119.09603,36.62350,M,15S,M15S26E13,M15S26E,54M15S26E13,54M15S26E
2545528.65032,6382.20186,381,89070,54,M15S,25E,13,-119.20511,36.62447,M,15S,M15S25E13,M15S25E,54M15S25E13,54M15S25E
