AREA,PERIMETER,PLS54_,PLS54_ID,COUNTY_CD,MTOWN,RANGE,SECTION,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR
2606942.22449,6458.91606,1475,93882,54,M18S,33E,03,-118.38801,36.38949,M,18S,M18S33E03,M18S33E,54M18S33E03,54M18S33E
2628083.77198,6493.06373,1476,93884,54,M18S,32E,02,-118.47814,36.39062,M,18S,M18S32E02,M18S32E,54M18S32E02,54M18S32E
2631972.01343,6489.97725,1477,93890,54,M18S,33E,04,-118.40587,36.38948,M,18S,M18S33E04,M18S33E,54M18S33E04,54M18S33E
2640786.94946,6500.67494,1478,93892,54,M18S,33E,05,-118.42383,36.38959,M,18S,M18S33E05,M18S33E,54M18S33E05,54M18S33E
2607456.32226,6466.29289,1479,93893,54,M18S,32E,01,-118.46014,36.39005,M,18S,M18S32E01,M18S32E,54M18S32E01,54M18S32E
2646220.32433,6508.00079,1480,93895,54,M18S,33E,06,-118.44198,36.38970,M,18S,M18S33E06,M18S33E,54M18S33E06,54M18S33E
2637605.91107,7144.36117,1481,93905,54,M18S,31E,04,-118.61225,36.39043,M,18S,M18S31E04,M18S31E,54M18S31E04,54M18S31E
2440527.29578,6251.33017,1482,93906,54,M18S,29E,06,-118.87896,36.39399,M,18S,M18S29E06,M18S29E,54M18S29E06,54M18S29E
2483674.25965,6304.99013,1483,93907,54,M18S,29E,05,-118.86171,36.39396,M,18S,M18S29E05,M18S29E,54M18S29E05,54M18S29E
3036256.53381,7002.76197,1484,93911,54,M18S,29E,04,-118.84227,36.39315,M,18S,M18S29E04,M18S29E,54M18S29E04,54M18S29E
2522545.01661,6355.16335,1485,93912,54,M18S,28E,01,-118.89609,36.39370,M,18S,M18S28E01,M18S28E,54M18S28E01,54M18S28E
2609761.68676,6464.98031,1486,93919,54,M18S,28E,02,-118.91349,36.39334,M,18S,M18S28E02,M18S28E,54M18S28E02,54M18S28E
2628694.84014,6495.00853,1487,93922,54,M18S,28E,03,-118.93082,36.39295,M,18S,M18S28E03,M18S28E,54M18S28E03,54M18S28E
2633257.40473,7071.81346,1488,93923,54,M18S,31E,05,-118.63020,36.38974,M,18S,M18S31E05,M18S31E,54M18S31E05,54M18S31E
3024918.74951,6988.77445,1489,93926,54,M18S,29E,03,-118.82090,36.39200,M,18S,M18S29E03,M18S29E,54M18S29E03,54M18S29E
2669783.03039,6554.10469,1490,93928,54,M18S,28E,04,-118.94788,36.39253,M,18S,M18S28E04,M18S28E,54M18S28E04,54M18S28E
2832723.45361,6746.70099,1491,93930,54,M18S,28E,05,-118.96521,36.39222,M,18S,M18S28E05,M18S28E,54M18S28E05,54M18S28E
2982357.41613,7181.70510,1492,93936,54,M18S,31E,06,-118.65068,36.38921,M,18S,M18S31E06,M18S31E,54M18S31E06,54M18S31E
2664554.54272,6566.44672,1493,93937,54,M18S,28E,06,-118.98225,36.39172,M,18S,M18S28E06,M18S28E,54M18S28E06,54M18S28E
3030709.77393,7001.04365,1494,93939,54,M18S,29E,02,-118.79949,36.39076,M,18S,M18S29E02,M18S29E,54M18S29E02,54M18S29E
2794557.68066,6721.59091,1495,93943,54,M18S,27E,01,-118.99910,36.39160,M,18S,M18S27E01,M18S27E,54M18S27E01,54M18S27E
2924281.96936,6848.53477,1496,93944,54,M18S,27E,02,-119.01692,36.39195,M,18S,M18S27E02,M18S27E,54M18S27E02,54M18S27E
2777752.52557,6678.99523,1497,93945,54,M18S,27E,03,-119.03487,36.39214,M,18S,M18S27E03,M18S27E,54M18S27E03,54M18S27E
2832976.97765,6738.28050,1498,93947,54,M18S,27E,04,-119.05278,36.39230,M,18S,M18S27E04,M18S27E,54M18S27E04,54M18S27E
2669144.65758,6542.59471,1499,93948,54,M18S,27E,05,-119.07070,36.39246,M,18S,M18S27E05,M18S27E,54M18S27E05,54M18S27E
2658643.08161,6517.11779,1500,93949,54,M18S,27E,06,-119.08859,36.39275,M,18S,M18S27E06,M18S27E,54M18S27E06,54M18S27E
2631482.95917,6489.69637,1501,93952,54,M18S,26E,01,-119.10680,36.39290,M,18S,M18S26E01,M18S26E,54M18S26E01,54M18S26E
2177320.27417,7119.06432,1502,93953,54,M18S,30E,01,-118.66944,36.38892,M,18S,M18S30E01,M18S30E,54M18S30E01,54M18S30E
2693963.58313,6552.93512,1503,93956,54,M18S,26E,02,-119.12502,36.39285,M,18S,M18S26E02,M18S26E,54M18S26E02,54M18S26E
2428763.78101,6607.06541,1504,93959,54,M18S,30E,02,-118.68512,36.38927,M,18S,M18S30E02,M18S30E,54M18S30E02,54M18S30E
2637184.84710,6496.07750,1505,93960,54,M18S,26E,03,-119.14313,36.39292,M,18S,M18S26E03,M18S26E,54M18S26E03,54M18S26E
2925779.99011,6892.54291,1506,93964,54,M18S,29E,01,-118.77837,36.38953,M,18S,M18S29E01,M18S29E,54M18S29E01,54M18S29E
2603512.60126,6454.41191,1507,93968,54,M18S,26E,04,-119.16104,36.39299,M,18S,M18S26E04,M18S26E,54M18S26E04,54M18S26E
2471950.21905,6540.73359,1508,93969,54,M18S,30E,03,-118.70368,36.38940,M,18S,M18S30E03,M18S30E,54M18S30E03,54M18S30E
2597333.59442,6446.55650,1509,93975,54,M18S,26E,05,-119.17896,36.39307,M,18S,M18S26E05,M18S26E,54M18S26E05,54M18S26E
2415919.40350,6402.78674,1510,93977,54,M18S,30E,04,-118.72230,36.38938,M,18S,M18S30E04,M18S30E,54M18S30E04,54M18S30E
2527793.09033,6359.82610,1511,93981,54,M18S,26E,06,-119.19675,36.39313,M,18S,M18S26E06,M18S26E,54M18S26E06,54M18S26E
2447474.23260,6362.74966,1512,93983,54,M18S,30E,05,-118.74064,36.38930,M,18S,M18S30E05,M18S30E,54M18S30E05,54M18S30E
2735219.16374,6620.56190,1513,93986,54,M18S,23E,03,-119.46511,36.39412,M,18S,M18S23E03,M18S23E,54M18S23E03,54M18S23E
2593359.23560,6442.32612,1514,93987,54,M18S,25E,01,-119.21468,36.39322,M,18S,M18S25E01,M18S25E,54M18S25E01,54M18S25E
2549472.45581,6387.60878,1515,93989,54,M18S,25E,02,-119.23284,36.39330,M,18S,M18S25E02,M18S25E,54M18S25E02,54M18S25E
2502110.99799,6332.20088,1516,93991,54,M18S,25E,03,-119.25082,36.39334,M,18S,M18S25E03,M18S25E,54M18S25E03,54M18S25E
2501609.21539,6370.89708,1517,93992,54,M18S,30E,06,-118.75890,36.38912,M,18S,M18S30E06,M18S30E,54M18S30E06,54M18S30E
2506141.30344,6332.87178,1518,93994,54,M18S,25E,04,-119.26868,36.39335,M,18S,M18S25E04,M18S25E,54M18S25E04,54M18S25E
2666230.33350,6530.33120,1519,93996,54,M18S,23E,02,-119.44717,36.39390,M,18S,M18S23E02,M18S23E,54M18S23E02,54M18S23E
2553912.53845,6393.40460,1520,93999,54,M18S,25E,05,-119.28668,36.39339,M,18S,M18S25E05,M18S25E,54M18S25E05,54M18S25E
2483127.35215,6303.39524,1521,94001,54,M18S,25E,06,-119.30451,36.39342,M,18S,M18S25E06,M18S25E,54M18S25E06,54M18S25E
2537280.06401,6371.68627,1522,94003,54,M18S,24E,01,-119.32220,36.39346,M,18S,M18S24E01,M18S24E,54M18S24E01,54M18S24E
2579840.88572,6424.96906,1523,94004,54,M18S,24E,02,-119.34015,36.39349,M,18S,M18S24E02,M18S24E,54M18S24E02,54M18S24E
2574435.73095,6418.03678,1524,94005,54,M18S,24E,03,-119.35815,36.39353,M,18S,M18S24E03,M18S24E,54M18S24E03,54M18S24E
2547019.51398,6374.57937,1525,94008,54,M18S,24E,04,-119.37593,36.39351,M,18S,M18S24E04,M18S24E,54M18S24E04,54M18S24E
2611875.31339,6464.81204,1526,94011,54,M18S,23E,01,-119.42925,36.39366,M,18S,M18S23E01,M18S23E,54M18S23E01,54M18S23E
2546660.93805,6384.15996,1527,94012,54,M18S,24E,06,-119.41149,36.39355,M,18S,M18S24E06,M18S24E,54M18S24E06,54M18S24E
2578586.71601,6414.97914,1528,94015,54,M18S,24E,05,-119.39371,36.39344,M,18S,M18S24E05,M18S24E,54M18S24E05,54M18S24E
2454668.60407,6405.50202,1529,94112,54,M18S,35E,11,-118.15433,36.37542,M,18S,M18S35E11,M18S35E,54M18S35E11,54M18S35E
2612730.19616,6465.65003,1530,94115,54,M18S,35E,10,-118.17242,36.37548,M,18S,M18S35E10,M18S35E,54M18S35E10,54M18S35E
2664338.58619,6529.20884,1531,94126,54,M18S,35E,09,-118.19055,36.37520,M,18S,M18S35E09,M18S35E,54M18S35E09,54M18S35E
2626893.22656,6483.15316,1532,94130,54,M18S,35E,08,-118.20873,36.37523,M,18S,M18S35E08,M18S35E,54M18S35E08,54M18S35E
2614260.67835,6467.48908,1533,94140,54,M18S,35E,07,-118.22682,36.37517,M,18S,M18S35E07,M18S35E,54M18S35E07,54M18S35E
2593567.93055,6441.84776,1534,94143,54,M18S,34E,12,-118.24484,36.37520,M,18S,M18S34E12,M18S34E,54M18S34E12,54M18S34E
2591168.09070,6438.84496,1535,94150,54,M18S,34E,11,-118.26280,36.37516,M,18S,M18S34E11,M18S34E,54M18S34E11,54M18S34E
2593942.21265,6442.28516,1536,94156,54,M18S,34E,10,-118.28078,36.37513,M,18S,M18S34E10,M18S34E,54M18S34E10,54M18S34E
2584493.44055,6430.64756,1537,94161,54,M18S,34E,09,-118.29871,36.37513,M,18S,M18S34E09,M18S34E,54M18S34E09,54M18S34E
2536964.78931,6371.47766,1538,94167,54,M18S,34E,08,-118.31646,36.37513,M,18S,M18S34E08,M18S34E,54M18S34E08,54M18S34E
2534572.04175,6368.32686,1539,94173,54,M18S,34E,07,-118.33410,36.37508,M,18S,M18S34E07,M18S34E,54M18S34E07,54M18S34E
2767494.40380,6657.26700,1540,94175,54,M18S,31E,12,-118.56472,36.37760,M,18S,M18S31E12,M18S31E,54M18S31E12,54M18S31E
2343893.68285,6172.60523,1541,94176,54,M18S,32E,07,-118.54814,36.37737,M,18S,M18S32E07,M18S32E,54M18S32E07,54M18S32E
2570893.80529,6415.60717,1542,94181,54,M18S,33E,12,-118.35192,36.37506,M,18S,M18S33E12,M18S33E,54M18S33E12,54M18S33E
2728218.04327,6616.43569,1543,94183,54,M18S,32E,08,-118.53172,36.37701,M,18S,M18S32E08,M18S32E,54M18S32E08,54M18S32E
2775767.94556,6671.47559,1544,94188,54,M18S,32E,09,-118.51371,36.37661,M,18S,M18S32E09,M18S32E,54M18S32E09,54M18S32E
2581272.36987,6425.19222,1545,94190,54,M18S,33E,11,-118.36997,36.37504,M,18S,M18S33E11,M18S33E,54M18S33E11,54M18S33E
778498.88233,4726.01820,1546,94191,54,M18S,35E,12,-118.13803,36.37050,M,18S,M18S35E12,M18S35E,54M18S35E12,54M18S35E
2735380.21331,6622.50331,1547,94193,54,M18S,31E,11,-118.58288,36.37705,M,18S,M18S31E11,M18S31E,54M18S31E11,54M18S31E
2718305.83910,6602.70019,1548,94198,54,M18S,32E,10,-118.49554,36.37620,M,18S,M18S32E10,M18S32E,54M18S32E10,54M18S32E
2511712.49206,6339.44653,1549,94200,54,M18S,33E,10,-118.38788,36.37502,M,18S,M18S33E10,M18S33E,54M18S33E10,54M18S33E
2665891.77393,6537.99383,1550,94203,54,M18S,32E,11,-118.47754,36.37579,M,18S,M18S32E11,M18S32E,54M18S32E11,54M18S32E
2535358.30542,6369.49389,1551,94206,54,M18S,33E,09,-118.40568,36.37498,M,18S,M18S33E09,M18S33E,54M18S33E09,54M18S33E
2629829.07435,6492.37023,1552,94209,54,M18S,32E,12,-118.45964,36.37538,M,18S,M18S32E12,M18S32E,54M18S32E12,54M18S32E
2584329.55176,6431.14138,1553,94211,54,M18S,33E,08,-118.42367,36.37493,M,18S,M18S33E08,M18S33E,54M18S33E08,54M18S33E
2610302.85694,6463.51206,1554,94212,54,M18S,33E,07,-118.44171,36.37503,M,18S,M18S33E07,M18S33E,54M18S33E07,54M18S33E
2637538.50000,6502.26754,1555,94215,54,M18S,31E,10,-118.60079,36.37615,M,18S,M18S31E10,M18S31E,54M18S31E10,54M18S31E
2432427.39202,6243.05493,1556,94218,54,M18S,29E,07,-118.87869,36.37948,M,18S,M18S29E07,M18S29E,54M18S29E07,54M18S29E
2391779.66510,6188.03999,1557,94219,54,M18S,29E,08,-118.86181,36.37957,M,18S,M18S29E08,M18S29E,54M18S29E08,54M18S29E
2892835.59992,6841.45572,1558,94221,54,M18S,29E,09,-118.84282,36.37912,M,18S,M18S29E09,M18S29E,54M18S29E09,54M18S29E
2545966.63428,6384.92588,1559,94224,54,M18S,28E,12,-118.89577,36.37911,M,18S,M18S28E12,M18S28E,54M18S28E12,54M18S28E
2656016.98564,6530.23411,1560,94235,54,M18S,31E,09,-118.61848,36.37527,M,18S,M18S31E09,M18S31E,54M18S31E09,54M18S31E
2589301.75422,6439.83178,1561,94237,54,M18S,28E,11,-118.91325,36.37852,M,18S,M18S28E11,M18S28E,54M18S28E11,54M18S28E
2883192.10340,6822.96905,1562,94239,54,M18S,29E,10,-118.82194,36.37787,M,18S,M18S29E10,M18S29E,54M18S29E10,54M18S29E
2516349.97639,6351.74127,1563,94241,54,M18S,28E,10,-118.93057,36.37795,M,18S,M18S28E10,M18S28E,54M18S28E10,54M18S28E
2957342.37157,6911.92025,1564,94244,54,M18S,29E,11,-118.80097,36.37668,M,18S,M18S29E11,M18S29E,54M18S29E11,54M18S29E
2685259.30737,6569.73250,1565,94245,54,M18S,31E,08,-118.63624,36.37460,M,18S,M18S31E08,M18S31E,54M18S31E08,54M18S31E
2378382.01044,6166.02621,1566,94252,54,M18S,30E,11,-118.69009,36.37584,M,18S,M18S30E11,M18S30E,54M18S30E11,54M18S30E
2435831.00183,6256.35551,1567,94253,54,M18S,30E,12,-118.67231,36.37521,M,18S,M18S30E12,M18S30E,54M18S30E12,54M18S30E
2367977.79101,6169.26926,1568,94254,54,M18S,30E,09,-118.72569,36.37603,M,18S,M18S30E09,M18S30E,54M18S30E09,54M18S30E
2337477.37976,6138.95940,1569,94255,54,M18S,30E,10,-118.70787,36.37615,M,18S,M18S30E10,M18S30E,54M18S30E10,54M18S30E
2549056.81587,6390.67866,1570,94259,54,M18S,28E,09,-118.94773,36.37728,M,18S,M18S28E09,M18S28E,54M18S28E09,54M18S28E
2673575.86329,6542.31725,1571,94260,54,M18S,31E,07,-118.65427,36.37442,M,18S,M18S31E07,M18S31E,54M18S31E07,54M18S31E
2432576.33508,6254.87018,1572,94261,54,M18S,30E,08,-118.74343,36.37562,M,18S,M18S30E08,M18S30E,54M18S30E08,54M18S30E
2903815.65917,6843.14380,1573,94264,54,M18S,29E,12,-118.78006,36.37553,M,18S,M18S29E12,M18S29E,54M18S29E12,54M18S29E
2764009.32489,6621.46527,1574,94265,54,M18S,26E,12,-119.10653,36.37810,M,18S,M18S26E12,M18S26E,54M18S26E12,54M18S26E
2748584.41876,6640.55916,1575,94266,54,M18S,27E,07,-119.08838,36.37796,M,18S,M18S27E07,M18S27E,54M18S27E07,54M18S27E
2435680.48028,6272.10552,1576,94269,54,M18S,30E,07,-118.76099,36.37523,M,18S,M18S30E07,M18S30E,54M18S30E07,54M18S30E
2563538.23212,6407.94902,1577,94271,54,M18S,28E,08,-118.96504,36.37673,M,18S,M18S28E08,M18S28E,54M18S28E08,54M18S28E
2765340.88574,6683.52557,1578,94272,54,M18S,26E,11,-119.12498,36.37816,M,18S,M18S26E11,M18S26E,54M18S26E11,54M18S26E
2669518.99054,6530.87918,1579,94277,54,M18S,27E,08,-119.07037,36.37753,M,18S,M18S27E08,M18S27E,54M18S27E08,54M18S27E
2560618.06311,6405.03077,1580,94279,54,M18S,25E,10,-119.25100,36.37910,M,18S,M18S25E10,M18S25E,54M18S25E10,54M18S25E
2621412.21333,6478.17272,1581,94280,54,M18S,25E,11,-119.23306,36.37890,M,18S,M18S25E11,M18S25E,54M18S25E11,54M18S25E
2687377.13667,6554.29443,1582,94281,54,M18S,25E,12,-119.21487,36.37870,M,18S,M18S25E12,M18S25E,54M18S25E12,54M18S25E
2572494.88092,6416.05067,1583,94282,54,M18S,26E,07,-119.19685,36.37856,M,18S,M18S26E07,M18S26E,54M18S26E07,54M18S26E
2557656.14811,6384.17413,1584,94283,54,M18S,25E,09,-119.26887,36.37915,M,18S,M18S25E09,M18S25E,54M18S25E09,54M18S25E
2555428.47694,6407.79165,1585,94286,54,M18S,26E,08,-119.17906,36.37856,M,18S,M18S26E08,M18S26E,54M18S26E08,54M18S26E
2589547.29730,6442.03862,1586,94287,54,M18S,26E,09,-119.16119,36.37835,M,18S,M18S26E09,M18S26E,54M18S26E09,54M18S26E
2610974.43982,6471.66294,1587,94288,54,M18S,26E,10,-119.14327,36.37818,M,18S,M18S26E10,M18S26E,54M18S26E10,54M18S26E
2604490.30579,6468.51339,1588,94292,54,M18S,25E,08,-119.28689,36.37914,M,18S,M18S25E08,M18S25E,54M18S25E08,54M18S25E
2506403.65450,6333.07146,1589,94297,54,M18S,25E,07,-119.30470,36.37914,M,18S,M18S25E07,M18S25E,54M18S25E07,54M18S25E
2560996.23211,6401.74831,1590,94303,54,M18S,24E,12,-119.32236,36.37913,M,18S,M18S24E12,M18S24E,54M18S24E12,54M18S24E
2617656.83002,6490.58320,1591,94304,54,M18S,27E,09,-119.05249,36.37706,M,18S,M18S27E09,M18S27E,54M18S27E09,54M18S27E
2408789.39575,6215.93790,1592,94306,54,M18S,28E,07,-118.98200,36.37633,M,18S,M18S28E07,M18S28E,54M18S28E07,54M18S28E
2557994.59326,6403.64436,1593,94308,54,M18S,24E,11,-119.34019,36.37913,M,18S,M18S24E11,M18S24E,54M18S24E11,54M18S24E
2619331.33802,6465.65457,1594,94310,54,M18S,27E,10,-119.03469,36.37679,M,18S,M18S27E10,M18S27E,54M18S27E10,54M18S27E
2579869.55814,6424.92531,1595,94311,54,M18S,24E,10,-119.35807,36.37912,M,18S,M18S24E10,M18S24E,54M18S24E10,54M18S24E
2551310.89419,6400.85663,1596,94317,54,M18S,24E,09,-119.37595,36.37909,M,18S,M18S24E09,M18S24E,54M18S24E09,54M18S24E
2625805.73279,6498.51224,1597,94319,54,M18S,27E,11,-119.01681,36.37653,M,18S,M18S27E11,M18S27E,54M18S27E11,54M18S27E
2554410.99426,6371.56980,1598,94322,54,M18S,27E,12,-118.99907,36.37626,M,18S,M18S27E12,M18S27E,54M18S27E12,54M18S27E
2565806.46371,6404.48387,1599,94326,54,M18S,24E,08,-119.39380,36.37899,M,18S,M18S24E08,M18S24E,54M18S24E08,54M18S24E
2554622.85656,6384.39488,1600,94329,54,M18S,24E,07,-119.41160,36.37901,M,18S,M18S24E07,M18S24E,54M18S24E07,54M18S24E
2587577.21453,6446.07955,1601,94330,54,M18S,23E,12,-119.42941,36.37909,M,18S,M18S23E12,M18S23E,54M18S23E12,54M18S23E
2606221.77661,6449.15085,1602,94334,54,M18S,23E,11,-119.44737,36.37902,M,18S,M18S23E11,M18S23E,54M18S23E11,54M18S23E
2589418.24954,6439.32255,1603,94336,54,M18S,23E,10,-119.46530,36.37908,M,18S,M18S23E10,M18S23E,54M18S23E10,54M18S23E
2517169.49229,6318.37748,1604,94424,54,M18S,35E,13,-118.13619,36.36083,M,18S,M18S35E13,M18S35E,54M18S35E13,54M18S35E
2655621.61512,6518.54613,1605,94429,54,M18S,35E,14,-118.15431,36.36087,M,18S,M18S35E14,M18S35E,54M18S35E14,54M18S35E
2616873.84449,6470.80374,1606,94432,54,M18S,35E,15,-118.17245,36.36088,M,18S,M18S35E15,M18S35E,54M18S35E15,54M18S35E
2576902.86988,6421.83613,1607,94445,54,M18S,35E,16,-118.19054,36.36069,M,18S,M18S35E16,M18S35E,54M18S35E16,54M18S35E
2617210.65491,6469.85174,1608,94450,54,M18S,35E,17,-118.20869,36.36065,M,18S,M18S35E17,M18S35E,54M18S35E17,54M18S35E
2596556.71521,6445.73702,1609,94454,54,M18S,35E,18,-118.22680,36.36074,M,18S,M18S35E18,M18S35E,54M18S35E18,54M18S35E
2576885.55835,6421.13763,1610,94460,54,M18S,34E,13,-118.24481,36.36069,M,18S,M18S34E13,M18S34E,54M18S34E13,54M18S34E
2586832.20117,6433.47611,1611,94468,54,M18S,34E,14,-118.26278,36.36070,M,18S,M18S34E14,M18S34E,54M18S34E14,54M18S34E
2580479.44641,6425.94899,1612,94473,54,M18S,34E,15,-118.28071,36.36062,M,18S,M18S34E15,M18S34E,54M18S34E15,54M18S34E
2611500.51293,6463.71958,1613,94478,54,M18S,34E,16,-118.29862,36.36055,M,18S,M18S34E16,M18S34E,54M18S34E16,54M18S34E
2565795.60352,6408.29030,1614,94482,54,M18S,34E,17,-118.31637,36.36055,M,18S,M18S34E17,M18S34E,54M18S34E17,54M18S34E
2602429.63305,6453.37130,1615,94487,54,M18S,34E,18,-118.33403,36.36051,M,18S,M18S34E18,M18S34E,54M18S34E18,54M18S34E
2668591.09949,6532.56211,1616,94491,54,M18S,33E,13,-118.35197,36.36051,M,18S,M18S33E13,M18S33E,54M18S33E13,54M18S33E
2629339.52991,6489.12894,1617,94495,54,M18S,33E,14,-118.37000,36.36051,M,18S,M18S33E14,M18S33E,54M18S33E14,54M18S33E
3242.38133,289.61230,1618,94498,54,M18S,36E,18,-118.12699,36.36270,M,18S,M18S36E18,M18S36E,54M18S36E18,54M18S36E
2589700.55274,6439.22321,1619,94501,54,M18S,33E,15,-118.38774,36.36051,M,18S,M18S33E15,M18S33E,54M18S33E15,54M18S33E
2621063.45703,6476.21670,1620,94506,54,M18S,33E,16,-118.40545,36.36053,M,18S,M18S33E16,M18S33E,54M18S33E16,54M18S33E
2645064.57446,6506.07782,1621,94509,54,M18S,33E,17,-118.42342,36.36053,M,18S,M18S33E17,M18S33E,54M18S33E17,54M18S33E
2718174.64374,6596.16542,1622,94512,54,M18S,31E,13,-118.56479,36.36213,M,18S,M18S31E13,M18S31E,54M18S31E13,54M18S31E
2343857.41785,6146.37587,1623,94513,54,M18S,32E,18,-118.54792,36.36204,M,18S,M18S32E18,M18S32E,54M18S32E18,54M18S32E
2730709.40161,6615.11421,1624,94514,54,M18S,31E,14,-118.58288,36.36200,M,18S,M18S31E14,M18S31E,54M18S31E14,54M18S31E
2630384.58752,6492.12412,1625,94516,54,M18S,32E,17,-118.53120,36.36179,M,18S,M18S32E17,M18S32E,54M18S32E17,54M18S32E
2540105.00274,6414.11156,1626,94517,54,M18S,29E,17,-118.86088,36.36536,M,18S,M18S29E17,M18S29E,54M18S29E17,54M18S29E
2902593.22112,6878.34224,1627,94518,54,M18S,29E,16,-118.84215,36.36489,M,18S,M18S29E16,M18S29E,54M18S29E16,54M18S29E
2723716.48340,6605.95746,1628,94519,54,M18S,32E,16,-118.51310,36.36151,M,18S,M18S32E16,M18S32E,54M18S32E16,54M18S32E
2584470.03552,6431.54004,1629,94521,54,M18S,33E,18,-118.44138,36.36053,M,18S,M18S33E18,M18S33E,54M18S33E18,54M18S33E
2636662.55237,6500.28817,1630,94522,54,M18S,32E,15,-118.49487,36.36122,M,18S,M18S32E15,M18S32E,54M18S32E15,54M18S32E
744005.60312,6381.41371,1631,94524,54,M18S,36E,19,-118.12491,36.35598,M,18S,M18S36E19,M18S36E,54M18S36E19,54M18S36E
2607462.13806,6463.62761,1632,94526,54,M18S,32E,14,-118.47694,36.36094,M,18S,M18S32E14,M18S32E,54M18S32E14,54M18S32E
2568215.35449,6414.17946,1633,94530,54,M18S,32E,13,-118.45914,36.36065,M,18S,M18S32E13,M18S32E,54M18S32E13,54M18S32E
2316854.94891,6091.89441,1634,94532,54,M18S,29E,18,-118.87825,36.36555,M,18S,M18S29E18,M18S29E,54M18S29E18,54M18S29E
2616279.28076,6475.17571,1635,94539,54,M18S,31E,15,-118.60080,36.36127,M,18S,M18S31E15,M18S31E,54M18S31E15,54M18S31E
2875997.20166,6808.83756,1636,94540,54,M18S,29E,15,-118.82223,36.36379,M,18S,M18S29E15,M18S29E,54M18S29E15,54M18S29E
2354892.61963,6144.56128,1637,94542,54,M18S,28E,13,-118.89557,36.36486,M,18S,M18S28E13,M18S28E,54M18S28E13,54M18S28E
2336469.99555,6160.76628,1638,94545,54,M18S,30E,16,-118.72649,36.36288,M,18S,M18S30E16,M18S30E,54M18S30E16,54M18S30E
2311926.97845,6096.04178,1639,94546,54,M18S,30E,15,-118.70837,36.36311,M,18S,M18S30E15,M18S30E,54M18S30E15,54M18S30E
2454442.99664,6279.35562,1640,94549,54,M18S,30E,14,-118.69022,36.36224,M,18S,M18S30E14,M18S30E,54M18S30E14,54M18S30E
2421539.82391,6229.71680,1641,94551,54,M18S,28E,14,-118.91312,36.36413,M,18S,M18S28E14,M18S28E,54M18S28E14,54M18S28E
2479808.52337,6313.59408,1642,94552,54,M18S,30E,13,-118.67220,36.36138,M,18S,M18S30E13,M18S30E,54M18S30E13,54M18S30E
2885491.26984,6816.09338,1643,94553,54,M18S,29E,14,-118.80202,36.36270,M,18S,M18S29E14,M18S29E,54M18S29E14,54M18S29E
2587036.49335,6448.38021,1644,94554,54,M18S,31E,16,-118.61851,36.36039,M,18S,M18S31E16,M18S31E,54M18S31E16,54M18S31E
2479748.78382,6343.23509,1645,94560,54,M18S,30E,17,-118.74478,36.36183,M,18S,M18S30E17,M18S30E,54M18S30E17,54M18S30E
2397335.30846,6198.17271,1646,94561,54,M18S,28E,15,-118.93042,36.36334,M,18S,M18S28E15,M18S28E,54M18S28E15,54M18S28E
2814873.26613,6735.84766,1647,94568,54,M18S,29E,13,-118.78166,36.36163,M,18S,M18S29E13,M18S29E,54M18S29E13,54M18S29E
2416760.68067,6245.56925,1648,94572,54,M18S,30E,18,-118.76272,36.36137,M,18S,M18S30E18,M18S30E,54M18S30E18,54M18S30E
2493677.46148,6322.67262,1649,94575,54,M18S,28E,16,-118.94761,36.36260,M,18S,M18S28E16,M18S28E,54M18S28E16,54M18S28E
2559021.18585,6399.14031,1650,94576,54,M18S,31E,17,-118.63636,36.35970,M,18S,M18S31E17,M18S31E,54M18S31E17,54M18S31E
2588641.81525,6421.65866,1651,94577,54,M18S,31E,18,-118.65433,36.35975,M,18S,M18S31E18,M18S31E,54M18S31E18,54M18S31E
2648219.78936,6464.56809,1652,94581,54,M18S,25E,15,-119.25107,36.36438,M,18S,M18S25E15,M18S25E,54M18S25E15,54M18S25E
2606322.17786,6448.23915,1653,94583,54,M18S,26E,17,-119.17923,36.36409,M,18S,M18S26E17,M18S26E,54M18S26E17,54M18S26E
2749990.96768,6596.66945,1654,94586,54,M18S,25E,16,-119.26901,36.36444,M,18S,M18S25E16,M18S25E,54M18S25E16,54M18S25E
2561150.18488,6396.99732,1655,94590,54,M18S,26E,18,-119.19697,36.36415,M,18S,M18S26E18,M18S26E,54M18S26E18,54M18S26E
2588641.20569,6425.82176,1656,94591,54,M18S,25E,14,-119.23321,36.36446,M,18S,M18S25E14,M18S25E,54M18S25E14,54M18S25E
2609160.18982,6462.02833,1657,94592,54,M18S,26E,16,-119.16122,36.36393,M,18S,M18S26E16,M18S26E,54M18S26E16,54M18S26E
2678001.16541,6597.76241,1658,94594,54,M18S,25E,17,-119.28703,36.36448,M,18S,M18S25E17,M18S25E,54M18S25E17,54M18S25E
2456321.13964,6271.51998,1659,94595,54,M18S,28E,17,-118.96488,36.36216,M,18S,M18S28E17,M18S28E,54M18S28E17,54M18S28E
2601112.25969,6454.60778,1660,94599,54,M18S,25E,18,-119.30466,36.36450,M,18S,M18S25E18,M18S25E,54M18S25E18,54M18S25E
2614357.78784,6465.50100,1661,94600,54,M18S,25E,13,-119.21499,36.36418,M,18S,M18S25E13,M18S25E,54M18S25E13,54M18S25E
