AREA,PERIMETER,PLS10_,PLS10_ID,COUNTY_CD,MTOWN,RANGE,SECTION,SOURCE,DDLONG,DDLAT,BASE_LN_ME,TOWNSHIP,MTRS,MTR,CO_MTRS,CO_MTR
1147916.00802000007,5805.46923674000,2905.00000000000,85619.00000000000,10,M13S,17E,18,1,-120.16023357000,36.79679858930,M,13S,M13S17E18,M13S17E,10M13S17E18,10M13S17E
2561655.66183000011,6406.66937815000,2906.00000000000,85621.00000000000,10,M13S,27E,13,1,-118.99192201000,36.79190851780,M,13S,M13S27E13,M13S27E,10M13S27E13,10M13S27E
2577867.99741999991,6422.37736317000,2907.00000000000,85623.00000000000,10,M13S,28E,13,1,-118.88425585400,36.79077582600,M,13S,M13S28E13,M13S28E,10M13S28E13,10M13S28E
2538239.39234999986,6373.42909166000,2908.00000000000,85625.00000000000,10,M13S,28E,16,1,-118.93830566100,36.79128524030,M,13S,M13S28E16,M13S28E,10M13S28E16,10M13S28E
2608796.09328000015,6464.96001003000,2909.00000000000,85626.00000000000,10,M13S,28E,15,1,-118.92033287100,36.79082816030,M,13S,M13S28E15,M13S28E,10M13S28E15,10M13S28E
2538835.70892000012,6373.52773565000,2910.00000000000,85627.00000000000,10,M13S,28E,17,1,-118.95621207900,36.79143246330,M,13S,M13S28E17,M13S28E,10M13S28E17,10M13S28E
2513168.09438000014,6341.26874949000,2911.00000000000,85629.00000000000,10,M13S,28E,18,1,-118.97401432800,36.79148122740,M,13S,M13S28E18,M13S28E,10M13S28E18,10M13S28E
2566032.66654000012,6407.67996717000,2912.00000000000,85630.00000000000,10,M13S,28E,14,1,-118.90225402300,36.79061391330,M,13S,M13S28E14,M13S28E,10M13S28E14,10M13S28E
194476.25509100000,1871.18925450000,2913.00000000000,85669.00000000000,10,M13S,15E,16,1,-120.34784346300,36.79589309410,M,13S,M13S15E16,M13S15E,10M13S15E16,10M13S15E
62641.79103830000,1278.28565076000,2914.00000000000,85671.00000000000,10,M13S,15E,17,1,-120.35036658200,36.79651750580,M,13S,M13S15E17,M13S15E,10M13S15E17,10M13S15E
2633973.30611999985,6492.06778736000,2915.00000000000,85677.00000000000,10,M13S,32E,24,1,-118.44484372500,36.78124399330,M,13S,M13S32E24,M13S32E,10M13S32E24,10M13S32E
2566097.11504000006,6408.25147123000,2916.00000000000,85679.00000000000,10,M13S,32E,23,1,-118.46279886400,36.78123741770,M,13S,M13S32E23,M13S32E,10M13S32E23,10M13S32E
2631487.12729999982,6488.77969492000,2917.00000000000,85685.00000000000,10,M13S,32E,22,1,-118.48074942200,36.78123060550,M,13S,M13S32E22,M13S32E,10M13S32E22,10M13S32E
2599661.82531999983,6449.58999098000,2918.00000000000,85688.00000000000,10,M13S,32E,21,1,-118.49881739500,36.78122901270,M,13S,M13S32E21,M13S32E,10M13S32E21,10M13S32E
2632114.78305999981,6489.54337483000,2919.00000000000,85692.00000000000,10,M13S,32E,20,1,-118.51689161800,36.78121389920,M,13S,M13S32E20,M13S32E,10M13S32E20,10M13S32E
4184347.05384000018,8402.13459937000,2920.00000000000,85696.00000000000,10,M13S,32E,19,1,-118.54044806800,36.78118167040,M,13S,M13S32E19,M13S32E,10M13S32E19,10M13S32E
2415588.86442000000,6098.76489424000,2921.00000000000,85725.00000000000,10,M13S,10E,23,1,-120.84941702700,36.78516168130,M,13S,M13S10E23,M13S10E,10M13S10E23,10M13S10E
2597172.75082999980,6450.34045358000,2922.00000000000,85728.00000000000,10,M13S,10E,24,1,-120.83197629000,36.78501548380,M,13S,M13S10E24,M13S10E,10M13S10E24,10M13S10E
3166059.34098999994,7149.00367140000,2923.00000000000,85731.00000000000,10,M13S,11E,19,1,-120.81198963400,36.78506660040,M,13S,M13S11E19,M13S11E,10M13S11E19,10M13S11E
2574762.78475000011,6418.48485791000,2924.00000000000,85732.00000000000,10,M13S,11E,20,1,-120.79199322700,36.78523096420,M,13S,M13S11E20,M13S11E,10M13S11E20,10M13S11E
2555089.12843000004,6393.93196835000,2925.00000000000,85736.00000000000,10,M13S,11E,21,1,-120.77403370600,36.78521027560,M,13S,M13S11E21,M13S11E,10M13S11E21,10M13S11E
2600940.31008999981,6452.44139838000,2926.00000000000,85737.00000000000,10,M13S,24E,21,1,-119.36702231200,36.78584729930,M,13S,M13S24E21,M13S24E,10M13S24E21,10M13S24E
2491617.22507999977,6334.33974754000,2927.00000000000,85738.00000000000,10,M13S,24E,22,1,-119.34907904500,36.78518493920,M,13S,M13S24E22,M13S24E,10M13S24E22,10M13S24E
2582585.87281000009,6426.35851630000,2928.00000000000,85739.00000000000,10,M13S,11E,22,1,-120.75603262300,36.78518768570,M,13S,M13S11E22,M13S11E,10M13S11E22,10M13S11E
2598697.30037999991,6452.08719235000,2929.00000000000,85740.00000000000,10,M13S,11E,23,1,-120.73802016900,36.78518170340,M,13S,M13S11E23,M13S11E,10M13S11E23,10M13S11E
2616582.81340999994,6469.94736626000,2930.00000000000,85743.00000000000,10,M13S,23E,22,1,-119.45680195600,36.78623891170,M,13S,M13S23E22,M13S23E,10M13S23E22,10M13S23E
2564850.31809000019,6406.13373840000,2931.00000000000,85744.00000000000,10,M13S,23E,23,1,-119.43880849300,36.78613256930,M,13S,M13S23E23,M13S23E,10M13S23E23,10M13S23E
2534791.72604000010,6369.17626934000,2932.00000000000,85746.00000000000,10,M13S,23E,21,1,-119.47469847700,36.78629636310,M,13S,M13S23E21,M13S23E,10M13S23E21,10M13S23E
2605051.32573999977,6456.13025864000,2933.00000000000,85747.00000000000,10,M13S,23E,20,1,-119.49258585700,36.78635691190,M,13S,M13S23E20,M13S23E,10M13S23E20,10M13S23E
2589458.44560000021,6437.34211263000,2934.00000000000,85748.00000000000,10,M13S,23E,24,1,-119.42083561100,36.78600441650,M,13S,M13S23E24,M13S23E,10M13S23E24,10M13S23E
2548043.38755000010,6385.28862449000,2935.00000000000,85750.00000000000,10,M13S,22E,22,1,-119.56480050900,36.78662283900,M,13S,M13S22E22,M13S22E,10M13S22E22,10M13S22E
2616733.85478999978,6470.68796092000,2936.00000000000,85751.00000000000,10,M13S,22E,23,1,-119.54682445200,36.78654745640,M,13S,M13S22E23,M13S22E,10M13S22E23,10M13S22E
2613581.58339999989,6467.91432825000,2937.00000000000,85752.00000000000,10,M13S,23E,19,1,-119.51077595700,36.78640156850,M,13S,M13S23E19,M13S23E,10M13S23E19,10M13S23E
2558438.40799999982,6398.22061015000,2938.00000000000,85753.00000000000,10,M13S,22E,24,1,-119.52880434600,36.78648960190,M,13S,M13S22E24,M13S22E,10M13S22E24,10M13S22E
2582977.33112999983,6425.74132227000,2939.00000000000,85754.00000000000,10,M13S,11E,24,1,-120.71999923600,36.78515928230,M,13S,M13S11E24,M13S11E,10M13S11E24,10M13S11E
2653008.37784999982,6515.96327135000,2940.00000000000,85755.00000000000,10,M13S,22E,21,1,-119.58295383500,36.78669488440,M,13S,M13S22E21,M13S22E,10M13S22E21,10M13S22E
2538616.35709000006,6373.26565525000,2941.00000000000,85756.00000000000,10,M13S,22E,20,1,-119.60113736200,36.78675906860,M,13S,M13S22E20,M13S22E,10M13S22E20,10M13S22E
2551513.00257000001,6389.38449453000,2942.00000000000,85757.00000000000,10,M13S,22E,19,1,-119.61901725300,36.78680777640,M,13S,M13S22E19,M13S22E,10M13S22E19,10M13S22E
2572550.90504000010,6415.71392187000,2943.00000000000,85759.00000000000,10,M13S,21E,24,1,-119.63701327000,36.78683781820,M,13S,M13S21E24,M13S21E,10M13S21E24,10M13S21E
2628127.80368999997,6484.93128115000,2944.00000000000,85760.00000000000,10,M13S,24E,19,1,-119.40259607200,36.78585673120,M,13S,M13S24E19,M13S24E,10M13S24E19,10M13S24E
2484794.53941999981,6306.78270672000,2945.00000000000,85763.00000000000,10,M13S,24E,20,1,-119.38476023500,36.78571390860,M,13S,M13S24E20,M13S24E,10M13S24E20,10M13S24E
2543053.90351000009,6378.81060753000,2946.00000000000,85764.00000000000,10,M13S,21E,23,1,-119.65496697100,36.78686449410,M,13S,M13S21E23,M13S21E,10M13S21E23,10M13S21E
2587323.22818000009,6434.14198946000,2947.00000000000,85765.00000000000,10,M13S,21E,22,1,-119.67295577200,36.78688776230,M,13S,M13S21E22,M13S21E,10M13S21E22,10M13S21E
2593547.61807999993,6441.89668788000,2948.00000000000,85766.00000000000,10,M13S,21E,21,1,-119.69110557200,36.78690013960,M,13S,M13S21E21,M13S21E,10M13S21E21,10M13S21E
2595945.54866999993,6440.31326785000,2949.00000000000,85767.00000000000,10,M13S,12E,20,1,-120.68387191100,36.78528420840,M,13S,M13S12E20,M13S12E,10M13S12E20,10M13S12E
2564935.74998999992,6412.14604196000,2950.00000000000,85768.00000000000,10,M13S,12E,21,1,-120.66590393100,36.78540934040,M,13S,M13S12E21,M13S12E,10M13S12E21,10M13S12E
2588401.20167999994,6435.01127181000,2951.00000000000,85769.00000000000,10,M13S,12E,22,1,-120.64793569800,36.78549179470,M,13S,M13S12E22,M13S12E,10M13S12E22,10M13S12E
2598476.80700000003,6448.33432842000,2952.00000000000,85770.00000000000,10,M13S,12E,19,1,-120.70194357500,36.78518422080,M,13S,M13S12E19,M13S12E,10M13S12E19,10M13S12E
2579155.08459000010,6423.92777298000,2953.00000000000,85771.00000000000,10,M13S,21E,20,1,-119.70920123100,36.78692022460,M,13S,M13S21E20,M13S21E,10M13S21E20,10M13S21E
2592600.35172000015,6440.64144065000,2954.00000000000,85772.00000000000,10,M13S,21E,19,1,-119.72723962900,36.78691566480,M,13S,M13S21E19,M13S21E,10M13S21E19,10M13S21E
2578982.67603000021,6422.79797798000,2955.00000000000,85773.00000000000,10,M13S,12E,23,1,-120.62988539400,36.78553955690,M,13S,M13S12E23,M13S12E,10M13S12E23,10M13S12E
2586511.26862999983,6433.20668071000,2956.00000000000,85774.00000000000,10,M13S,20E,24,1,-119.74524594000,36.78690559200,M,13S,M13S20E24,M13S20E,10M13S20E24,10M13S20E
2633571.91073000012,6491.39630713000,2957.00000000000,85775.00000000000,10,M13S,20E,23,1,-119.76333653800,36.78691198740,M,13S,M13S20E23,M13S20E,10M13S20E23,10M13S20E
2615629.74820999987,6469.29592223000,2958.00000000000,85776.00000000000,10,M13S,20E,22,1,-119.78146830000,36.78689606670,M,13S,M13S20E22,M13S20E,10M13S20E22,10M13S20E
2633162.80025999993,6490.90424236000,2959.00000000000,85777.00000000000,10,M13S,20E,21,1,-119.79955528800,36.78686303870,M,13S,M13S20E21,M13S20E,10M13S20E21,10M13S20E
2581687.00496000005,6427.48964394000,2960.00000000000,85779.00000000000,10,M13S,12E,24,1,-120.61180751300,36.78553987920,M,13S,M13S12E24,M13S12E,10M13S12E24,10M13S12E
2594582.49392999988,6443.41759011000,2961.00000000000,85781.00000000000,10,M13S,20E,20,1,-119.81758299700,36.78682080760,M,13S,M13S20E20,M13S20E,10M13S20E20,10M13S20E
2568800.71248000022,6411.21571059000,2962.00000000000,85782.00000000000,10,M13S,13E,19,1,-120.59374090400,36.78546845840,M,13S,M13S13E19,M13S13E,10M13S13E19,10M13S13E
2590363.93282000022,6437.81170345000,2963.00000000000,85783.00000000000,10,M13S,20E,19,1,-119.83548625100,36.78676249570,M,13S,M13S20E19,M13S20E,10M13S20E19,10M13S20E
2624184.14752000012,6479.80539559000,2964.00000000000,85787.00000000000,10,M13S,19E,24,1,-119.85351542500,36.78671292350,M,13S,M13S19E24,M13S19E,10M13S19E24,10M13S19E
2571627.45736999996,6414.59361435000,2965.00000000000,85788.00000000000,10,M13S,13E,20,1,-120.57576562700,36.78539541560,M,13S,M13S13E20,M13S13E,10M13S13E20,10M13S13E
2549770.63762999978,6387.87613837000,2966.00000000000,85789.00000000000,10,M13S,19E,23,1,-119.87142836600,36.78666410370,M,13S,M13S19E23,M13S19E,10M13S19E23,10M13S19E
2619247.72647000011,6473.66250800000,2967.00000000000,85790.00000000000,10,M13S,19E,22,1,-119.88934828600,36.78659275840,M,13S,M13S19E22,M13S19E,10M13S19E22,10M13S19E
671416.43777099997,4374.81640790000,2968.00000000000,85791.00000000000,10,M13S,33E,27,1,-118.37868713200,36.77416836910,M,13S,M13S33E27,M13S33E,10M13S33E27,10M13S33E
2569339.10431999993,6408.37267348000,2969.00000000000,85792.00000000000,10,M13S,13E,21,1,-120.55780566500,36.78528697820,M,13S,M13S13E21,M13S13E,10M13S13E21,10M13S13E
2660011.03552999999,6523.72896833000,2970.00000000000,85793.00000000000,10,M13S,33E,28,1,-118.39034369800,36.77547245460,M,13S,M13S33E28,M13S33E,10M13S33E28,10M13S33E
2592965.53359000012,6441.12246904000,2971.00000000000,85794.00000000000,10,M13S,19E,21,1,-119.90744471900,36.78654012270,M,13S,M13S19E21,M13S19E,10M13S19E21,10M13S19E
2579678.05837000022,6424.64356097000,2972.00000000000,85797.00000000000,10,M13S,19E,20,1,-119.92542802600,36.78646351590,M,13S,M13S19E20,M13S19E,10M13S19E20,10M13S19E
1985358.40357999993,7375.56023841000,2973.00000000000,85800.00000000000,10,M13S,15E,21,1,-120.34125917500,36.78478035670,M,13S,M13S15E21,M13S15E,10M13S15E21,10M13S15E
2627169.64864999987,6483.77792346000,2974.00000000000,85801.00000000000,10,M13S,33E,29,1,-118.40842760600,36.77552897770,M,13S,M13S33E29,M13S33E,10M13S33E29,10M13S33E
2560024.93989000004,6400.27267381000,2975.00000000000,85803.00000000000,10,M13S,19E,19,1,-119.94332146800,36.78640305180,M,13S,M13S19E19,M13S19E,10M13S19E19,10M13S19E
2578595.17794999992,6426.23453716000,2976.00000000000,85804.00000000000,10,M13S,13E,24,1,-120.50379487800,36.78528011780,M,13S,M13S13E24,M13S13E,10M13S13E24,10M13S13E
2563549.98756999988,6404.77729675000,2977.00000000000,85805.00000000000,10,M13S,14E,19,1,-120.48592619400,36.78532385630,M,13S,M13S14E19,M13S14E,10M13S14E19,10M13S14E
2555323.16501000011,6398.52445892000,2978.00000000000,85807.00000000000,10,M13S,13E,22,1,-120.53977831200,36.78520494000,M,13S,M13S13E22,M13S13E,10M13S13E22,10M13S13E
2583977.02912000008,6430.15584097000,2979.00000000000,85808.00000000000,10,M13S,13E,23,1,-120.52180303400,36.78520087030,M,13S,M13S13E23,M13S13E,10M13S13E23,10M13S13E
2574107.38736000005,6415.53142368000,2980.00000000000,85809.00000000000,10,M13S,18E,22,1,-119.99719276700,36.78633682620,M,13S,M13S18E22,M13S18E,10M13S18E22,10M13S18E
2642294.60447000014,6502.43272353000,2981.00000000000,85810.00000000000,10,M13S,18E,21,1,-120.01539414600,36.78636702240,M,13S,M13S18E21,M13S18E,10M13S18E21,10M13S18E
2624317.62367000012,6480.20315565000,2982.00000000000,85811.00000000000,10,M13S,18E,24,1,-119.96139826700,36.78633570570,M,13S,M13S18E24,M13S18E,10M13S18E24,10M13S18E
2545870.03176000016,6382.79200393000,2983.00000000000,85812.00000000000,10,M13S,24E,24,1,-119.31289830200,36.78445217080,M,13S,M13S24E24,M13S24E,10M13S24E24,10M13S24E
2609322.34543000022,6465.05296041000,2984.00000000000,85813.00000000000,10,M13S,25E,19,1,-119.29453175200,36.78426595030,M,13S,M13S25E19,M13S25E,10M13S25E19,10M13S25E
2545387.30591000011,6381.91200368000,2985.00000000000,85814.00000000000,10,M13S,18E,20,1,-120.03349174200,36.78633794080,M,13S,M13S18E20,M13S18E,10M13S18E20,10M13S18E
2580819.60918000014,6425.98788854000,2986.00000000000,85815.00000000000,10,M13S,18E,19,1,-120.05137954400,36.78630686170,M,13S,M13S18E19,M13S18E,10M13S18E19,10M13S18E
2519841.73729000008,6349.98430674000,2987.00000000000,85816.00000000000,10,M13S,18E,23,1,-119.97936911900,36.78627400460,M,13S,M13S18E23,M13S18E,10M13S18E23,10M13S18E
2569892.19652000023,6412.39236366000,2988.00000000000,85817.00000000000,10,M13S,17E,24,1,-120.06935571300,36.78625876790,M,13S,M13S17E24,M13S17E,10M13S17E24,10M13S17E
2665742.78744000010,6531.11950459000,2989.00000000000,85818.00000000000,10,M13S,33E,30,1,-118.42658439700,36.77558384820,M,13S,M13S33E30,M13S33E,10M13S33E30,10M13S33E
2592835.66448999988,6440.92461243000,2990.00000000000,85822.00000000000,10,M13S,17E,23,1,-120.08737246000,36.78622410100,M,13S,M13S17E23,M13S17E,10M13S17E23,10M13S17E
2598204.87572999997,6448.16034736000,2991.00000000000,85825.00000000000,10,M13S,17E,22,1,-120.10549028500,36.78618120070,M,13S,M13S17E22,M13S17E,10M13S17E22,10M13S17E
2575674.13020000001,6418.29749756000,2992.00000000000,85826.00000000000,10,M13S,24E,23,1,-119.33109859100,36.78436210600,M,13S,M13S24E23,M13S24E,10M13S24E23,10M13S24E
2587022.33831000002,6433.69359174000,2993.00000000000,85827.00000000000,10,M13S,17E,21,1,-120.12357909400,36.78614295460,M,13S,M13S17E21,M13S17E,10M13S17E21,10M13S17E
2583677.70976000000,6429.12699330000,2994.00000000000,85828.00000000000,10,M13S,14E,23,1,-120.41339578500,36.78542983820,M,13S,M13S14E23,M13S14E,10M13S14E23,10M13S14E
2598883.64243000001,6451.45774255000,2995.00000000000,85829.00000000000,10,M13S,14E,24,1,-120.39535684900,36.78557416680,M,13S,M13S14E24,M13S14E,10M13S14E24,10M13S14E
2615824.01440000022,6469.45703315000,2996.00000000000,85830.00000000000,10,M13S,17E,20,1,-120.14170948900,36.78610552330,M,13S,M13S17E20,M13S17E,10M13S17E20,10M13S17E
2333548.02162999986,6592.17602464000,2997.00000000000,85831.00000000000,10,M13S,15E,19,1,-120.37795234000,36.78504569810,M,13S,M13S15E19,M13S15E,10M13S15E19,10M13S15E
2557639.26317000017,6396.85946568000,2998.00000000000,85832.00000000000,10,M13S,17E,19,1,-120.15971443200,36.78607006850,M,13S,M13S17E19,M13S17E,10M13S17E19,10M13S17E
1926569.04796000011,6010.48309868000,2999.00000000000,85833.00000000000,10,M13S,16E,24,1,-120.17547074900,36.78542479340,M,13S,M13S16E24,M13S16E,10M13S16E24,10M13S16E
2581831.68563999981,6428.17980662000,3000.00000000000,85839.00000000000,10,M13S,14E,20,1,-120.46790461400,36.78525945590,M,13S,M13S14E20,M13S14E,10M13S14E20,10M13S14E
2632634.38330999995,6491.66446154000,3001.00000000000,85840.00000000000,10,M13S,14E,21,1,-120.44971587700,36.78526469790,M,13S,M13S14E21,M13S14E,10M13S14E21,10M13S14E
2593331.93770000013,6448.43364778000,3002.00000000000,85841.00000000000,10,M13S,14E,22,1,-120.43146452100,36.78535793530,M,13S,M13S14E22,M13S14E,10M13S14E22,10M13S14E
2503831.56920999987,6330.75159995000,3003.00000000000,85843.00000000000,10,M13S,25E,20,1,-119.27625051900,36.78382099630,M,13S,M13S25E20,M13S25E,10M13S25E20,10M13S25E
804097.74363599997,4297.09315496000,3004.00000000000,85846.00000000000,10,M13S,10E,22,1,-120.86270530700,36.78238784670,M,13S,M13S10E22,M13S10E,10M13S10E22,10M13S10E
2616445.33448999980,6475.08437777000,3005.00000000000,85848.00000000000,10,M13S,25E,21,1,-119.25791319800,36.78335070920,M,13S,M13S25E21,M13S25E,10M13S25E21,10M13S25E
2424279.12840999989,6242.41509687000,3006.00000000000,85853.00000000000,10,M13S,25E,22,1,-119.23974444000,36.78245625620,M,13S,M13S25E22,M13S25E,10M13S25E22,10M13S25E
2606734.99360999977,6553.03900769000,3007.00000000000,85855.00000000000,10,M13S,27E,19,1,-119.08058639700,36.77924881930,M,13S,M13S27E19,M13S27E,10M13S27E19,10M13S27E
1831976.62852000003,5754.07976645000,3008.00000000000,85863.00000000000,10,M13S,16E,22,1,-120.21338128600,36.78402486540,M,13S,M13S16E22,M13S16E,10M13S16E22,10M13S16E
522692.69298699999,4347.13893348000,3009.00000000000,85864.00000000000,10,M13S,16E,23,1,-120.20218389800,36.78317929050,M,13S,M13S16E23,M13S16E,10M13S16E23,10M13S16E
2410693.35385000007,6211.24718438000,3010.00000000000,85865.00000000000,10,M13S,31E,19,1,-118.65225768800,36.77605477920,M,13S,M13S31E19,M13S31E,10M13S31E19,10M13S31E
2451471.11879999982,6274.57028593000,3011.00000000000,85866.00000000000,10,M13S,31E,20,1,-118.63505995000,36.77598769250,M,13S,M13S31E20,M13S31E,10M13S31E20,10M13S31E
2255679.73584000021,6009.27404283000,3012.00000000000,85869.00000000000,10,M13S,25E,23,1,-119.22215072700,36.78157197850,M,13S,M13S25E23,M13S25E,10M13S25E23,10M13S25E
2540365.81160000013,6378.33847505000,3013.00000000000,85870.00000000000,10,M13S,31E,21,1,-118.61735301600,36.77534317670,M,13S,M13S31E21,M13S31E,10M13S31E21,10M13S31E
2465010.57775999978,6283.52268113000,3014.00000000000,85871.00000000000,10,M13S,25E,24,1,-119.20467423000,36.78122443510,M,13S,M13S25E24,M13S25E,10M13S25E24,10M13S25E
2548223.45167999994,6387.24623443000,3015.00000000000,85872.00000000000,10,M13S,26E,19,1,-119.18669115100,36.78088084230,M,13S,M13S26E19,M13S26E,10M13S26E19,10M13S26E
2430044.33576999977,6239.75063080000,3016.00000000000,85873.00000000000,10,M13S,26E,20,1,-119.16919533600,36.78067780710,M,13S,M13S26E20,M13S26E,10M13S26E20,10M13S26E
2606007.89318000013,6458.17301340000,3017.00000000000,85874.00000000000,10,M13S,26E,21,1,-119.15173895400,36.78042036630,M,13S,M13S26E21,M13S26E,10M13S26E21,10M13S26E
2616621.06467000023,6466.85200187000,3018.00000000000,85875.00000000000,10,M13S,26E,22,1,-119.13373116500,36.78035866120,M,13S,M13S26E22,M13S26E,10M13S26E22,10M13S26E
2558841.24420000007,6390.03334844000,3019.00000000000,85876.00000000000,10,M13S,26E,23,1,-119.11563513300,36.78030795580,M,13S,M13S26E23,M13S26E,10M13S26E23,10M13S26E
2424130.73474000022,6235.21737590000,3020.00000000000,85879.00000000000,10,M13S,26E,24,1,-119.09772920900,36.78053096630,M,13S,M13S26E24,M13S26E,10M13S26E24,10M13S26E
2559400.32879000017,6409.05132138000,3021.00000000000,85884.00000000000,10,M13S,30E,24,1,-118.67002873100,36.77587370060,M,13S,M13S30E24,M13S30E,10M13S30E24,10M13S30E
2545740.09023000021,6394.54954696000,3022.00000000000,85886.00000000000,10,M13S,30E,23,1,-118.68822565400,36.77606747580,M,13S,M13S30E23,M13S30E,10M13S30E23,10M13S30E
2732594.62600000016,6612.41161119000,3023.00000000000,85889.00000000000,10,M13S,30E,22,1,-118.70653620900,36.77581970220,M,13S,M13S30E22,M13S30E,10M13S30E22,10M13S30E
2572854.57376000006,6417.24613762000,3024.00000000000,85890.00000000000,10,M13S,31E,22,1,-118.59944290400,36.77446525180,M,13S,M13S31E22,M13S31E,10M13S31E22,10M13S31E
2766374.39637000021,6653.44451893000,3025.00000000000,85892.00000000000,10,M13S,30E,21,1,-118.72503569700,36.77580907300,M,13S,M13S30E21,M13S30E,10M13S30E21,10M13S30E
2522313.96767000016,6355.61569622000,3026.00000000000,85894.00000000000,10,M13S,30E,20,1,-118.74300461400,36.77603854650,M,13S,M13S30E20,M13S30E,10M13S30E20,10M13S30E
2341101.33903999999,6130.61903752000,3027.00000000000,85897.00000000000,10,M13S,30E,19,1,-118.75980529000,36.77612645070,M,13S,M13S30E19,M13S30E,10M13S30E19,10M13S30E
2552900.07493000012,6392.54261186000,3028.00000000000,85899.00000000000,10,M13S,29E,24,1,-118.77671840400,36.77617546010,M,13S,M13S29E24,M13S29E,10M13S29E24,10M13S29E
2526852.14857000019,6364.72498285000,3029.00000000000,85900.00000000000,10,M13S,31E,23,1,-118.58191187200,36.77373769140,M,13S,M13S31E23,M13S31E,10M13S31E23,10M13S31E
2634257.59995000018,6492.38136861000,3030.00000000000,85902.00000000000,10,M13S,29E,23,1,-118.79457758700,36.77610808090,M,13S,M13S29E23,M13S29E,10M13S29E23,10M13S29E
2713910.66937999986,6589.75877712000,3031.00000000000,85904.00000000000,10,M13S,31E,24,1,-118.56428478900,36.77322700960,M,13S,M13S31E24,M13S31E,10M13S31E24,10M13S31E
2679580.74509999994,6547.93554990000,3032.00000000000,85905.00000000000,10,M13S,29E,22,1,-118.81280377600,36.77613154720,M,13S,M13S29E22,M13S29E,10M13S29E22,10M13S29E
2692809.79185000015,6564.00210298000,3033.00000000000,85907.00000000000,10,M13S,29E,21,1,-118.83115819300,36.77611616960,M,13S,M13S29E21,M13S29E,10M13S29E21,10M13S29E
2554148.10894999979,6393.25253711000,3034.00000000000,85909.00000000000,10,M13S,27E,20,1,-119.06327021900,36.77830332030,M,13S,M13S27E20,M13S27E,10M13S27E20,10M13S27E
2546361.21027000016,6384.73771656000,3035.00000000000,85910.00000000000,10,M13S,27E,21,1,-119.04558569300,36.77817588090,M,13S,M13S27E21,M13S27E,10M13S27E21,10M13S27E
2609452.30880000023,6461.68976189000,3036.00000000000,85911.00000000000,10,M13S,27E,22,1,-119.02776581600,36.77795403110,M,13S,M13S27E22,M13S27E,10M13S27E22,10M13S27E
2566086.63495999994,6407.64731324000,3037.00000000000,85912.00000000000,10,M13S,27E,23,1,-119.00982899900,36.77780484200,M,13S,M13S27E23,M13S27E,10M13S27E23,10M13S27E
2586638.17908000015,6436.35520238000,3038.00000000000,85913.00000000000,10,M13S,27E,24,1,-118.99192790900,36.77749791660,M,13S,M13S27E24,M13S27E,10M13S27E24,10M13S27E
2561332.02436000016,6403.88990761000,3039.00000000000,85914.00000000000,10,M13S,29E,20,1,-118.84917234400,36.77623850690,M,13S,M13S29E20,M13S29E,10M13S29E20,10M13S29E
2423801.94211000018,6226.55571194000,3040.00000000000,85917.00000000000,10,M13S,29E,19,1,-118.86666241700,36.77634195110,M,13S,M13S29E19,M13S29E,10M13S29E19,10M13S29E
2530252.96653999994,6362.74361295000,3041.00000000000,85918.00000000000,10,M13S,28E,20,1,-118.95618444600,36.77712652740,M,13S,M13S28E20,M13S28E,10M13S28E20,10M13S28E
2538238.79950999981,6373.96406035000,3042.00000000000,85919.00000000000,10,M13S,28E,21,1,-118.93831744500,36.77694422720,M,13S,M13S28E21,M13S28E,10M13S28E21,10M13S28E
2574903.90477999998,6418.88690089000,3043.00000000000,85921.00000000000,10,M13S,28E,24,1,-118.88412067200,36.77628934650,M,13S,M13S28E24,M13S28E,10M13S28E24,10M13S28E
2533900.02862000000,6367.52708492000,3044.00000000000,85923.00000000000,10,M13S,28E,19,1,-118.97400751600,36.77712924210,M,13S,M13S28E19,M13S28E,10M13S28E19,10M13S28E
2572688.34932000004,6419.39996197000,3045.00000000000,85925.00000000000,10,M13S,28E,22,1,-118.92027078300,36.77645624070,M,13S,M13S28E22,M13S28E,10M13S28E22,10M13S28E
2573765.78141999990,6417.44776611000,3046.00000000000,85926.00000000000,10,M13S,28E,23,1,-118.90210976200,36.77621167050,M,13S,M13S28E23,M13S28E,10M13S28E23,10M13S28E
1508536.46362999990,4859.98795632000,3047.00000000000,85931.00000000000,10,M13S,15E,20,1,-120.35879199400,36.78254783740,M,13S,M13S15E20,M13S15E,10M13S15E20,10M13S15E
650673.41510500002,3486.30432399000,3048.00000000000,85939.00000000000,10,M13S,15E,22,1,-120.32751884100,36.78226506890,M,13S,M13S15E22,M13S15E,10M13S15E22,10M13S15E
2593070.16033999994,6441.63005446000,3049.00000000000,85969.00000000000,10,M13S,32E,25,1,-118.44483700400,36.76674005160,M,13S,M13S32E25,M13S32E,10M13S32E25,10M13S32E
2530020.05029999977,6362.47934123000,3050.00000000000,85973.00000000000,10,M13S,32E,26,1,-118.46281465600,36.76674311290,M,13S,M13S32E26,M13S32E,10M13S32E26,10M13S32E
388774.56224300002,2891.00726520000,3051.00000000000,85975.00000000000,10,M13S,16E,21,1,-120.22791355300,36.78051173580,M,13S,M13S16E21,M13S16E,10M13S16E21,10M13S16E
